date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location,target
2008-07-10,25,16,0.0,8.0,4,47,01:52 PM,12:33 AM,06:22 AM,08:05 PM,18,19,20,19,14,68,91,25.3,1014,25,8,169,7,San Francisco Bay Area,1
2008-07-10,25,16,0.0,8.0,4,47,01:52 PM,12:33 AM,06:22 AM,08:05 PM,18,19,20,19,14,68,91,25.3,1014,25,8,169,7,San Francisco Bay Area,1
2014-06-30,30,22,0.0,10.0,6,16,08:49 AM,10:31 PM,05:34 AM,08:41 PM,24,29,29,26,33,63,92,28.8,1006,30,7,198,16,Illinois,1
2014-07-01,26,18,0.0,15.0,6,23,09:46 AM,11:01 PM,05:34 AM,08:41 PM,17,21,22,21,31,19,82,0.0,1007,26,10,265,17,Illinois,1
2014-07-02,18,14,0.0,5.0,4,30,10:42 AM,11:30 PM,05:35 AM,08:41 PM,14,16,16,16,23,81,90,1.1,1015,18,7,297,13,Illinois,1
2014-06-09,27,16,0.0,9.0,5,81,03:27 PM,02:33 AM,05:38 AM,06:38 PM,18,21,21,21,8,65,83,13.7,1012,27,8,197,3,Alberta,1
2014-06-03,23,16,0.0,8.0,4,35,10:30 AM,11:13 PM,05:37 AM,06:37 PM,18,20,20,20,8,73,87,22.8,1009,23,8,127,3,Alberta,1
2014-06-03,28,24,0.0,14.0,6,35,11:29 AM,No moonset,06:20 AM,08:16 PM,23,29,29,26,23,31,84,0.0,1014,28,10,122,14,Texas,1
2014-05-23,29,17,0.0,14.0,6,31,02:49 AM,03:23 PM,06:06 AM,08:23 PM,15,24,24,23,22,10,66,0.0,1015,29,9,312,12,North Carolina,1
2014-05-24,25,13,0.0,14.0,5,24,03:26 AM,04:26 PM,06:05 AM,08:24 PM,10,19,20,19,17,3,61,0.0,1019,25,10,273,8,North Carolina,1
2014-05-25,27,13,0.0,14.0,6,17,04:02 AM,05:29 PM,06:05 AM,08:24 PM,13,20,21,20,14,26,69,0.0,1021,27,9,197,6,North Carolina,1
2014-04-24,31,14,0.0,11.0,5,21,02:12 AM,02:24 PM,05:49 AM,06:25 PM,14,23,23,22,9,25,64,4.4,1012,31,9,215,3,Alberta,1
2014-04-12,22,10,0.0,12.0,4,89,05:01 PM,04:41 AM,06:12 AM,07:25 PM,11,15,16,15,40,47,72,0.2,1012,22,10,193,22,Michigan,1
2014-04-13,19,15,0.0,3.0,4,96,06:02 PM,05:11 AM,06:11 AM,07:26 PM,15,17,17,17,40,83,90,7.4,1004,19,9,201,20,Michigan,1
2014-04-14,16,-1,0.0,1.0,1,100,07:05 PM,05:42 AM,06:09 AM,07:28 PM,3,1,5,1,46,90,86,12.7,1007,16,6,267,25,Michigan,1
2014-04-15,1,-3,0.0,13.0,2,89,08:09 PM,06:15 AM,06:07 AM,07:29 PM,-8,-5,-1,-5,26,31,60,0.3,1020,1,9,288,15,Michigan,1
2014-03-20,10,1,0.0,13.0,3,67,11:27 PM,09:03 AM,06:59 AM,07:08 PM,2,2,6,2,31,38,79,4.8,1010,10,9,280,18,New York,1
2014-03-12,18,3,0.0,5.0,3,75,03:57 PM,04:58 AM,07:33 AM,07:23 PM,10,11,13,11,38,59,86,4.2,999,18,9,245,19,North Carolina,1
2014-03-13,6,-2,0.0,12.0,2,82,04:52 PM,05:34 AM,07:32 AM,07:24 PM,-10,-3,2,-3,32,4,46,0.0,1017,6,10,308,17,North Carolina,1
2014-03-03,-3,-10,2.4,1.0,1,9,07:34 AM,08:51 PM,06:27 AM,05:50 PM,-10,-13,-7,-13,26,71,76,3.5,1023,-3,6,344,17,New York,1
2014-02-12,-3,-6,23.9,3.0,1,89,04:10 PM,05:23 AM,07:08 AM,05:56 PM,-9,-10,-4,-10,30,65,71,24.2,1026,-3,6,47,19,North Carolina,1
2014-02-13,1,-4,17.3,1.0,1,97,05:04 PM,05:59 AM,07:07 AM,05:57 PM,-2,-6,-1,-6,35,76,96,18.4,1003,1,5,167,19,North Carolina,1
2014-02-14,9,-3,0.0,10.0,1,100,05:59 PM,06:33 AM,07:06 AM,05:58 PM,2,-1,2,-1,29,29,93,0.0,1008,9,10,231,15,North Carolina,1
2014-02-15,3,-5,0.0,8.0,1,88,06:55 PM,07:06 AM,07:05 AM,05:59 PM,-1,-4,1,-4,31,55,91,9.6,1009,3,7,278,16,North Carolina,1
2014-02-07,5,2,0.0,6.0,1,51,12:20 PM,01:18 AM,07:05 AM,06:03 PM,0,-1,3,-1,23,72,80,0.7,1026,5,10,70,18,Texas,1
2014-02-06,12,3,0.0,11.0,2,44,11:02 AM,12:07 AM,06:47 AM,05:26 PM,-1,4,7,4,32,37,61,0.4,1015,12,10,254,19,California,1
2014-02-06,12,3,0.0,11.0,2,44,11:02 AM,12:07 AM,06:47 AM,05:26 PM,-1,4,7,4,32,37,61,0.4,1015,12,10,254,19,California,1
2014-02-06,-6,-11,0.0,10.0,1,44,11:11 AM,12:33 AM,07:20 AM,05:39 PM,-11,-15,-9,-15,22,46,84,0.0,1028,-6,9,278,13,Northern California,1
2014-02-05,0,-9,29.5,1.0,1,36,10:29 AM,No moonset,07:18 AM,05:35 PM,-5,-9,-4,-9,30,87,95,29.6,1013,0,5,214,16,Pennsylvania,1
2014-02-06,-5,-12,0.0,10.0,2,44,11:07 AM,12:30 AM,07:17 AM,05:36 PM,-11,-14,-9,-14,20,38,80,0.0,1027,-5,10,288,12,Pennsylvania,1
2014-02-07,-5,-15,0.0,10.0,2,51,11:47 AM,01:30 AM,07:16 AM,05:37 PM,-13,-18,-11,-18,23,17,76,0.0,1028,-5,10,266,14,Pennsylvania,1
2014-02-08,-7,-16,0.0,3.0,1,59,12:30 PM,02:25 AM,07:15 AM,05:38 PM,-14,-16,-12,-16,11,48,76,0.3,1027,-7,10,275,7,Pennsylvania,1
2014-02-09,-5,-15,2.2,1.0,1,66,01:18 PM,03:17 AM,07:13 AM,05:40 PM,-10,-14,-9,-14,17,80,91,3.3,1020,-5,5,230,9,Pennsylvania,1
2014-02-05,1,-3,33.9,1.0,1,36,10:13 AM,No moonset,07:02 AM,05:19 PM,-1,-5,0,-5,23,85,94,34.4,1011,1,5,197,15,New York,1
2014-02-06,-1,-7,0.0,10.0,2,44,10:51 AM,12:14 AM,07:01 AM,05:20 PM,-7,-10,-5,-10,20,12,80,0.0,1024,-1,10,308,13,New York,1
2014-02-07,-1,-9,0.0,10.0,2,51,11:31 AM,01:13 AM,07:00 AM,05:21 PM,-7,-11,-6,-11,22,14,75,0.0,1026,-1,10,274,14,New York,1
2014-02-08,-2,-11,0.0,5.0,1,59,12:14 PM,02:09 AM,06:59 AM,05:23 PM,-9,-12,-7,-12,16,49,72,0.0,1025,-2,10,286,10,New York,1
2014-02-09,-2,-10,1.2,8.0,1,66,01:01 PM,03:00 AM,06:57 AM,05:24 PM,-8,-10,-6,-10,14,48,76,2.5,1019,-2,9,274,9,New York,1
2014-02-10,-3,-10,0.0,11.0,2,74,01:51 PM,03:48 AM,06:56 AM,05:25 PM,-9,-13,-7,-13,24,17,77,0.0,1021,-3,10,305,16,New York,1
2014-02-11,-5,-14,0.0,11.0,2,81,02:44 PM,04:30 AM,06:55 AM,05:26 PM,-11,-17,-10,-17,20,5,74,0.0,1029,-5,10,303,15,New York,1
2014-02-12,-5,-14,0.0,11.0,2,89,03:39 PM,05:09 AM,06:54 AM,05:28 PM,-11,-15,-9,-15,15,25,75,0.0,1032,-5,10,51,11,New York,1
2014-02-13,1,-5,44.5,1.0,1,97,04:35 PM,05:45 AM,06:52 AM,05:29 PM,-1,-7,0,-7,46,99,95,45.1,1004,1,6,46,28,New York,1
2014-02-14,3,-3,8.9,11.0,1,100,05:32 PM,06:17 AM,06:51 AM,05:30 PM,-2,-6,0,-6,40,32,85,9.2,998,3,8,276,25,New York,1
2014-02-15,1,-4,4.2,1.0,1,88,06:29 PM,06:47 AM,06:50 AM,05:31 PM,-3,-6,-1,-6,30,68,86,5.4,1005,1,7,195,19,New York,1
2014-02-16,-2,-9,0.0,11.0,1,81,07:28 PM,07:17 AM,06:49 AM,05:32 PM,-9,-12,-5,-12,30,37,76,0.0,1014,-2,10,294,20,New York,1
2014-02-17,-1,-10,0.0,11.0,2,73,08:27 PM,07:46 AM,06:47 AM,05:34 PM,-10,-11,-6,-11,20,14,67,0.0,1026,-1,10,273,13,New York,1
2014-02-18,3,-6,1.6,5.0,1,66,09:27 PM,08:16 AM,06:46 AM,05:35 PM,-2,-5,-1,-5,22,50,84,3.1,1019,3,7,196,13,New York,1
2014-02-19,4,-4,0.0,5.0,1,58,10:28 PM,08:47 AM,06:44 AM,05:36 PM,0,-2,1,-2,20,51,92,4.6,1013,4,9,211,11,New York,1
2014-02-20,6,-2,0.0,11.0,1,51,11:31 PM,09:23 AM,06:43 AM,05:37 PM,1,0,2,0,18,38,85,0.0,1021,6,9,212,10,New York,1
2014-02-21,10,1,0.0,1.0,1,43,No moonrise,10:02 AM,06:42 AM,05:38 PM,4,2,5,2,26,71,94,3.5,1012,10,7,161,13,New York,1
2014-02-22,9,-2,0.0,11.0,2,36,12:33 AM,10:47 AM,06:40 AM,05:39 PM,1,-1,3,-1,26,7,78,0.0,1017,9,10,236,15,New York,1
2014-02-23,10,0,0.0,9.0,1,28,01:35 AM,11:39 AM,06:39 AM,05:41 PM,3,2,4,2,16,54,88,0.2,1014,10,10,240,9,New York,1
2014-02-05,0,-9,29.5,1.0,1,36,10:29 AM,No moonset,07:18 AM,05:35 PM,-5,-9,-4,-9,30,87,95,29.6,1013,0,5,214,16,Pennsylvania,1
2014-01-22,-9,-20,0.0,1.0,1,52,11:39 PM,10:14 AM,07:18 AM,05:01 PM,-16,-23,-15,-23,31,74,84,0.0,1020,-9,8,263,19,Ohio,1
2014-01-18,18,7,0.0,8.0,3,81,08:14 PM,08:29 AM,07:15 AM,05:46 PM,6,11,12,11,19,31,60,0.0,1023,18,10,154,12,Texas,1
2014-01-17,-10,-17,0.0,1.0,1,89,06:44 PM,07:48 AM,07:21 AM,04:55 PM,-14,-21,-13,-21,30,83,91,0.0,1015,-10,8,284,17,Ohio,1
2014-01-07,27,22,0.0,5.0,5,39,10:42 AM,11:11 PM,05:54 AM,05:38 PM,22,26,26,24,8,54,90,5.7,1010,27,9,46,3,North Carolina,1
2014-01-08,30,21,0.0,10.0,5,46,11:29 AM,No moonset,05:54 AM,05:39 PM,22,28,28,25,7,28,81,3.4,1009,30,8,43,3,North Carolina,1
2014-01-07,-5,-12,0.0,10.0,2,39,11:31 AM,No moonset,07:29 AM,05:19 PM,-23,-15,-8,-15,26,1,32,0.0,1031,-5,10,277,15,North Carolina,1
2014-01-07,-11,-23,0.0,5.0,1,39,11:14 AM,No moonset,07:30 AM,04:50 PM,-18,-25,-18,-25,19,72,90,0.0,1027,-11,8,208,12,Illinois,1
2014-01-08,-12,-18,0.0,8.0,1,46,11:47 AM,12:33 AM,07:30 AM,04:51 PM,-15,-21,-16,-21,14,63,92,0.0,1031,-12,6,127,9,Illinois,1
2014-01-09,-4,-17,0.0,3.0,1,53,12:21 PM,01:35 AM,07:30 AM,04:53 PM,-10,-16,-10,-16,21,69,93,0.1,1028,-4,7,136,12,Illinois,1
2014-01-07,-17,-23,0.0,7.0,1,39,11:21 AM,No moonset,07:36 AM,05:01 PM,-24,-31,-20,-31,40,44,71,0.0,1027,-17,10,270,23,Pennsylvania,1
2014-01-06,5,-21,0.0,3.0,1,31,10:48 AM,11:34 PM,07:36 AM,05:00 PM,-9,-13,-6,-13,47,75,78,4.3,1007,5,4,260,26,Pennsylvania,1
2014-01-06,5,-21,0.0,3.0,1,31,10:48 AM,11:34 PM,07:36 AM,05:00 PM,-9,-13,-6,-13,47,75,78,4.3,1007,5,4,260,26,Pennsylvania,1
2014-01-06,4,-1,0.0,3.0,1,31,11:00 AM,11:39 PM,07:15 AM,05:36 PM,-8,-5,1,-5,35,60,56,0.0,1035,4,10,158,25,Texas,1
2014-01-07,7,-2,0.0,10.0,2,39,11:39 AM,No moonset,07:15 AM,05:37 PM,-6,-1,3,-1,22,23,54,0.0,1034,7,10,68,14,Texas,1
2013-12-22,1,-3,2.7,1.0,1,63,09:38 PM,10:04 AM,07:12 AM,04:21 PM,-1,-4,0,-4,22,98,94,4.4,1009,1,6,184,14,Michigan,1
2013-12-23,-4,-15,0.0,3.0,1,56,10:36 PM,10:33 AM,07:13 AM,04:21 PM,-9,-15,-8,-15,33,75,87,0.0,1027,-4,9,261,21,Michigan,1
2013-12-24,-9,-16,0.0,9.0,1,48,11:36 PM,11:01 AM,07:13 AM,04:22 PM,-15,-20,-13,-20,25,48,82,0.0,1034,-9,10,218,16,Michigan,1
2013-12-25,-3,-9,0.0,2.0,1,41,No moonrise,11:30 AM,07:13 AM,04:22 PM,-9,-11,-5,-11,30,84,74,1.5,1025,-3,8,199,19,Michigan,1
2013-12-13,19,8,0.0,2.0,3,72,02:56 PM,03:40 AM,07:06 AM,05:23 PM,11,13,14,13,20,69,85,3.1,1019,19,8,124,12,Texas,1
2013-12-14,14,6,0.0,10.0,4,79,03:38 PM,04:35 AM,07:06 AM,05:23 PM,8,9,12,9,33,13,82,0.0,1017,14,10,311,22,Texas,1
2013-12-15,12,4,0.0,10.0,3,86,04:23 PM,05:29 AM,07:07 AM,05:23 PM,2,5,7,5,23,4,71,0.0,1026,12,10,295,15,Texas,1
2013-12-16,17,6,0.0,10.0,4,93,05:10 PM,06:20 AM,07:07 AM,05:24 PM,2,10,10,10,11,0,53,0.0,1026,17,10,224,6,Texas,1
2013-12-17,20,7,0.0,10.0,4,100,06:00 PM,07:09 AM,07:08 AM,05:24 PM,7,12,13,12,12,0,66,0.0,1025,20,10,236,7,Texas,1
2013-12-18,18,10,0.0,10.0,4,100,06:51 PM,07:54 AM,07:09 AM,05:25 PM,11,14,14,14,18,3,76,0.0,1024,18,10,201,11,Texas,1
2013-12-19,21,17,0.0,1.0,4,85,07:43 PM,08:36 AM,07:09 AM,05:25 PM,17,19,19,19,34,74,87,0.0,1016,21,9,163,20,Texas,1
2013-12-20,23,20,0.0,1.0,5,77,08:34 PM,09:16 AM,07:10 AM,05:26 PM,20,21,23,21,37,80,96,2.1,1011,23,9,161,22,Texas,1
2013-12-21,22,14,0.0,5.0,5,70,09:27 PM,09:52 AM,07:10 AM,05:26 PM,19,20,22,20,42,65,91,8.9,1005,22,8,173,22,Texas,1
2013-12-22,16,6,0.0,10.0,3,63,10:19 PM,10:27 AM,07:11 AM,05:27 PM,8,12,13,12,24,19,65,0.1,1017,16,10,216,15,Texas,1
2013-12-23,11,3,0.0,10.0,3,56,11:12 PM,11:01 AM,07:11 AM,05:27 PM,1,3,6,3,27,0,70,0.0,1030,11,10,55,20,Texas,1
2013-12-24,12,3,0.0,10.0,3,48,No moonrise,11:35 AM,07:12 AM,05:28 PM,3,5,7,5,22,0,71,0.0,1031,12,10,69,14,Texas,1
2013-12-25,14,8,0.0,10.0,3,41,12:05 AM,12:09 PM,07:12 AM,05:28 PM,8,9,11,9,22,41,78,0.0,1026,14,10,74,15,Texas,1
2013-12-26,15,10,0.0,10.0,4,34,01:01 AM,12:46 PM,07:12 AM,05:29 PM,7,12,12,12,15,43,68,0.0,1027,15,10,84,9,Texas,1
2013-12-27,14,11,0.0,8.0,3,27,01:59 AM,01:27 PM,07:13 AM,05:29 PM,7,11,12,11,19,42,70,0.0,1028,14,9,38,13,Texas,1
2013-12-13,19,8,0.0,2.0,3,72,02:56 PM,03:40 AM,07:06 AM,05:23 PM,11,13,14,13,20,69,85,3.1,1019,19,8,124,12,Texas,1
2013-12-14,14,6,0.0,10.0,4,79,03:38 PM,04:35 AM,07:06 AM,05:23 PM,8,9,12,9,33,13,82,0.0,1017,14,10,311,22,Texas,1
2013-12-15,12,4,0.0,10.0,3,86,04:23 PM,05:29 AM,07:07 AM,05:23 PM,2,5,7,5,23,4,71,0.0,1026,12,10,295,15,Texas,1
2013-12-16,17,6,0.0,10.0,4,93,05:10 PM,06:20 AM,07:07 AM,05:24 PM,2,10,10,10,11,0,53,0.0,1026,17,10,224,6,Texas,1
2013-12-17,20,7,0.0,10.0,4,100,06:00 PM,07:09 AM,07:08 AM,05:24 PM,7,12,13,12,12,0,66,0.0,1025,20,10,236,7,Texas,1
2013-12-18,18,10,0.0,10.0,4,100,06:51 PM,07:54 AM,07:09 AM,05:25 PM,11,14,14,14,18,3,76,0.0,1024,18,10,201,11,Texas,1
2013-12-19,21,17,0.0,1.0,4,85,07:43 PM,08:36 AM,07:09 AM,05:25 PM,17,19,19,19,34,74,87,0.0,1016,21,9,163,20,Texas,1
2013-12-20,23,20,0.0,1.0,5,77,08:34 PM,09:16 AM,07:10 AM,05:26 PM,20,21,23,21,37,80,96,2.1,1011,23,9,161,22,Texas,1
2013-12-21,22,14,0.0,5.0,5,70,09:27 PM,09:52 AM,07:10 AM,05:26 PM,19,20,22,20,42,65,91,8.9,1005,22,8,173,22,Texas,1
2013-12-22,16,6,0.0,10.0,3,63,10:19 PM,10:27 AM,07:11 AM,05:27 PM,8,12,13,12,24,19,65,0.1,1017,16,10,216,15,Texas,1
2013-12-23,11,3,0.0,10.0,3,56,11:12 PM,11:01 AM,07:11 AM,05:27 PM,1,3,6,3,27,0,70,0.0,1030,11,10,55,20,Texas,1
2013-12-24,12,3,0.0,10.0,3,48,No moonrise,11:35 AM,07:12 AM,05:28 PM,3,5,7,5,22,0,71,0.0,1031,12,10,69,14,Texas,1
2013-12-25,14,8,0.0,10.0,3,41,12:05 AM,12:09 PM,07:12 AM,05:28 PM,8,9,11,9,22,41,78,0.0,1026,14,10,74,15,Texas,1
2013-12-26,15,10,0.0,10.0,4,34,01:01 AM,12:46 PM,07:12 AM,05:29 PM,7,12,12,12,15,43,68,0.0,1027,15,10,84,9,Texas,1
2013-12-27,14,11,0.0,8.0,3,27,01:59 AM,01:27 PM,07:13 AM,05:29 PM,7,11,12,11,19,42,70,0.0,1028,14,9,38,13,Texas,1
2013-11-21,8,-2,0.0,9.0,2,69,08:28 PM,10:14 AM,07:09 AM,04:53 PM,-2,0,3,0,25,45,74,0.0,1030,8,10,142,13,Northern California,1
2013-11-22,10,1,0.0,1.0,2,61,09:24 PM,10:52 AM,07:10 AM,04:52 PM,6,4,7,4,26,95,96,6.6,1021,10,7,254,14,Northern California,1
2013-11-17,19,6,0.0,3.0,3,100,04:42 PM,06:32 AM,06:39 AM,04:25 PM,11,12,14,12,56,69,85,14.3,999,19,9,214,32,Michigan,1
2013-11-18,6,1,0.0,10.0,2,100,05:26 PM,07:29 AM,06:41 AM,04:24 PM,-1,-1,3,-1,41,17,73,0.0,1016,6,10,293,25,Michigan,1
2013-11-19,4,0,0.0,10.0,2,84,06:14 PM,08:20 AM,06:42 AM,04:24 PM,-3,-1,2,-1,18,6,71,0.0,1027,4,10,176,10,Michigan,1
2013-11-20,6,0,0.0,8.0,1,76,07:06 PM,09:08 AM,06:43 AM,04:23 PM,-2,-1,3,-1,30,59,70,0.7,1024,6,9,145,18,Michigan,1
2013-10-19,27,10,0.0,11.0,5,100,06:46 PM,07:43 AM,07:02 AM,06:11 PM,-9,18,18,18,14,0,16,0.0,1016,27,10,188,7,California,1
2013-09-11,32,23,0.0,13.0,7,41,01:05 PM,11:11 PM,06:39 AM,07:17 PM,23,30,30,27,19,19,81,0.0,1018,32,8,205,10,Southeastern Michigan,1
2013-09-12,29,21,0.0,11.0,5,49,02:05 PM,No moonset,06:40 AM,07:15 PM,22,28,28,25,21,40,87,7.4,1010,29,9,222,9,Southeastern Michigan,1
2013-09-13,23,14,0.0,13.0,5,56,03:01 PM,12:08 AM,06:41 AM,07:14 PM,14,20,20,20,26,27,78,3.2,1008,23,9,329,13,Southeastern Michigan,1
2013-09-14,21,13,0.0,13.0,5,64,03:51 PM,01:11 AM,06:42 AM,07:12 PM,10,15,16,15,19,5,76,0.0,1016,21,10,316,11,Southeastern Michigan,1
2013-09-15,21,9,0.0,13.0,5,71,04:36 PM,02:18 AM,06:43 AM,07:10 PM,11,16,17,16,13,25,79,0.0,1021,21,9,222,6,Southeastern Michigan,1
2013-07-22,31,22,0.0,13.0,6,98,07:56 PM,05:54 AM,05:54 AM,08:02 PM,14,27,27,26,19,21,47,0.4,1013,31,9,238,12,California,1
2013-07-19,34,26,0.0,14.0,6,76,05:23 PM,02:19 AM,05:41 AM,08:23 PM,24,34,34,29,26,12,76,0.7,1012,34,10,235,14,New York,1
2013-07-20,32,24,0.0,11.0,6,84,06:23 PM,03:19 AM,05:42 AM,08:22 PM,23,31,31,28,26,38,80,17.5,1008,32,8,258,13,New York,1
2013-07-21,30,22,0.0,14.0,6,91,07:17 PM,04:26 AM,05:43 AM,08:21 PM,21,28,28,25,14,20,77,1.7,1012,30,10,147,7,New York,1
2013-07-19,31,24,0.0,14.0,7,76,05:19 PM,02:10 AM,05:30 AM,08:17 PM,23,30,30,27,34,20,87,6.2,1011,31,9,224,17,Michigan,1
2013-07-20,28,21,0.0,15.0,6,84,06:19 PM,03:10 AM,05:31 AM,08:17 PM,21,26,26,24,18,21,85,3.9,1011,28,9,154,7,Michigan,1
2013-07-05,36,22,0.0,15.0,7,11,03:45 AM,06:10 PM,05:44 AM,08:10 PM,11,29,29,29,30,14,32,0.0,1007,36,10,245,18,California,1
2013-07-02,25,15,0.0,9.0,4,32,01:21 AM,02:17 PM,05:42 AM,06:43 PM,16,19,20,19,15,69,85,10.3,1013,25,9,85,4,Alberta,1
2013-07-03,26,15,0.0,7.0,4,25,02:04 AM,03:07 PM,05:43 AM,06:43 PM,17,20,20,20,7,67,87,35.2,1013,26,6,263,2,Alberta,1
2013-07-04,25,15,0.0,8.0,4,18,02:49 AM,03:57 PM,05:43 AM,06:43 PM,17,19,20,19,8,68,88,38.1,1014,25,7,204,2,Alberta,1
2013-07-05,26,15,0.0,11.0,4,11,03:35 AM,04:45 PM,05:43 AM,06:43 PM,17,20,21,20,8,57,85,8.5,1013,26,8,126,2,Alberta,1
2013-06-24,28,21,0.0,14.0,5,87,09:42 PM,07:00 AM,05:31 AM,08:41 PM,22,27,27,24,22,38,90,1.4,1013,28,8,181,11,Illinois,1
2013-06-25,28,22,0.0,14.0,5,79,10:24 PM,08:13 AM,05:32 AM,08:41 PM,22,28,28,25,25,46,90,5.1,1009,28,7,189,13,Illinois,1
2013-06-19,26,15,0.0,7.0,5,76,02:56 PM,01:55 AM,05:39 AM,06:41 PM,17,20,21,20,11,69,83,13.0,1011,26,9,176,3,Alberta,1
2013-06-03,27,17,0.0,8.0,5,22,01:58 AM,02:40 PM,05:37 AM,06:37 PM,18,21,22,21,7,69,83,34.0,1011,27,8,227,2,Alberta,1
2013-04-23,10,4,0.0,9.0,2,91,05:36 PM,04:33 AM,06:06 AM,07:45 PM,4,4,7,4,25,46,83,0.0,1026,10,10,46,15,Newark,1
2013-04-16,13,3,0.0,13.0,3,38,10:47 AM,12:20 AM,06:18 AM,07:26 PM,-6,4,8,4,38,3,41,0.0,1013,13,10,290,26,California,1
2013-04-17,15,2,0.0,13.0,3,46,11:40 AM,01:03 AM,06:17 AM,07:27 PM,-10,8,10,8,21,0,27,0.0,1019,15,10,226,13,California,1
2013-04-18,19,5,0.0,13.0,4,54,12:35 PM,01:42 AM,06:15 AM,07:28 PM,-14,11,12,11,21,0,16,0.0,1022,19,10,74,13,California,1
