date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2013-02-22,27,24,0.0,12.0,5,84,03:51 PM,04:12 AM,06:47 AM,06:27 PM,20,27,27,25,25,33,79,0.0,1017,27,10,69,16,Island%20of%20Puerto%20Rico
2014-11-12,5,-2,0.0,9.0,2,57,10:06 PM,11:56 AM,07:10 AM,04:38 PM,-12,-3,1,-3,25,2,38,0.0,1026,5,10,73,12,Tacoma
2009-03-23,16,9,0.0,11.0,3,10,05:29 AM,04:28 PM,07:02 AM,07:20 PM,9,11,13,11,52,47,79,2.1,1014,16,10,137,31,Illinois
2012-12-15,8,1,0.0,9.0,2,9,09:03 AM,07:32 PM,07:13 AM,04:29 PM,1,2,4,2,14,33,75,0.0,1024,8,10,133,8,New%20York
2009-11-21,26,13,0.0,11.0,5,26,10:17 AM,09:47 PM,06:14 AM,05:33 PM,13,19,19,19,15,24,78,0.0,1012,26,7,67,5,Island%20of%20Puerto%20Rico
2014-03-18,28,24,0.0,12.0,7,82,08:25 PM,07:35 AM,06:29 AM,06:34 PM,21,28,28,26,27,22,77,0.0,1016,28,10,108,16,Island%20of%20Puerto%20Rico
2009-04-19,14,7,0.0,13.0,3,22,03:19 AM,02:04 PM,06:11 AM,07:40 PM,6,9,11,9,20,36,71,0.0,1018,14,10,81,12,New%20York
2013-06-18,26,21,0.0,11.0,5,68,03:13 PM,01:45 AM,05:45 AM,08:26 PM,21,25,25,23,24,66,89,31.8,1011,26,8,241,14,Virginia
2010-04-02,21,9,0.0,13.0,4,70,No moonrise,08:31 AM,06:44 AM,07:28 PM,10,13,14,13,17,8,78,0.0,1021,21,10,157,9,Southeastern%20Michigan
2010-04-17,25,24,0.0,4.0,5,21,08:10 AM,09:50 PM,06:05 AM,06:41 PM,21,27,27,25,31,72,79,0.8,1015,25,10,72,21,Island%20of%20Puerto%20Rico
2009-01-11,12,2,0.0,10.0,2,100,06:14 PM,07:58 AM,07:29 AM,05:23 PM,4,5,8,5,26,42,82,2.4,1015,12,9,315,14,North%20Carolina
2013-09-04,25,15,0.0,13.0,5,0,05:30 AM,06:34 PM,06:17 AM,07:16 PM,15,19,20,19,16,9,77,0.0,1018,25,10,258,8,Michigan
2010-11-18,5,1,0.0,10.0,2,83,02:25 PM,03:36 AM,06:40 AM,04:25 PM,-1,1,4,1,21,43,75,0.0,1025,5,10,315,12,Michigan
2013-02-25,7,-1,0.0,11.0,2,100,05:55 PM,06:05 AM,06:36 AM,05:44 PM,-1,0,3,0,17,20,74,0.0,1021,7,10,274,10,Newark
2009-09-02,32,23,0.0,13.0,7,90,06:33 PM,05:06 AM,06:58 AM,07:40 PM,18,28,28,27,16,12,60,0.0,1018,32,10,82,9,Texas
2010-06-28,24,18,0.0,10.0,5,82,10:20 PM,07:46 AM,05:47 AM,08:50 PM,21,22,23,22,31,71,94,24.2,1005,24,8,246,17,Northern%20California
2009-09-14,17,11,0.0,9.0,3,19,01:00 AM,05:51 PM,07:10 AM,07:54 PM,11,13,13,13,29,48,86,2.0,1021,17,10,56,15,North%20Carolina
2010-09-11,26,14,0.0,13.0,5,16,10:32 AM,08:45 PM,06:32 AM,07:12 PM,13,19,20,19,16,8,69,0.0,1015,26,10,218,9,New%20York
2010-08-03,32,21,0.0,11.0,6,39,No moonrise,02:28 PM,05:54 AM,08:13 PM,23,30,30,26,16,51,88,36.2,1012,32,7,237,6,Ohio
2011-05-12,29,6,0.0,13.0,5,64,02:58 PM,02:36 AM,06:22 AM,07:47 PM,-8,18,17,18,17,0,33,0.0,1015,29,10,222,8,San%20Francisco%20Bay%20Area
2013-10-06,14,6,0.0,8.0,2,7,08:46 AM,07:28 PM,07:00 AM,06:30 PM,4,8,10,8,20,40,73,0.0,1008,14,9,247,12,Ohio
2010-12-20,2,-3,0.0,9.0,2,98,03:58 PM,06:37 AM,07:17 AM,04:32 PM,-7,-7,-1,-7,32,5,70,0.0,1012,2,10,326,21,Newark
2010-10-03,14,4,0.0,12.0,3,25,01:49 AM,04:04 PM,06:57 AM,06:36 PM,2,6,8,6,21,3,72,0.0,1029,14,10,71,12,Ohio
2012-05-26,29,19,0.0,12.0,5,36,10:30 AM,No moonset,05:31 AM,08:17 PM,21,25,25,23,14,59,92,6.2,1020,29,6,234,8,Newark
2010-02-21,14,2,0.0,11.0,3,51,10:48 AM,01:18 AM,07:49 AM,06:41 PM,3,8,8,8,9,20,78,0.0,1009,14,10,210,3,Georgia
2009-09-08,24,15,0.0,13.0,5,64,08:42 PM,10:23 AM,06:34 AM,07:23 PM,8,19,20,19,13,21,56,0.0,1018,24,9,67,6,Georgia
2009-07-26,32,16,0.0,15.0,6,25,11:46 AM,10:47 PM,05:42 AM,08:50 PM,17,25,25,24,11,6,64,0.0,1020,32,10,195,5,Tacoma
2009-09-18,23,11,0.0,11.0,4,0,06:44 AM,06:55 PM,06:56 AM,07:16 PM,12,15,16,15,19,48,80,0.0,1019,23,6,286,11,Pennsylvania
2013-04-15,19,9,0.0,13.0,3,31,10:00 AM,12:06 AM,06:36 AM,07:55 PM,8,11,13,11,35,46,75,0.0,1020,19,10,160,20,Northern%20California
2012-12-21,12,1,0.0,6.0,2,52,12:19 PM,12:59 AM,07:17 AM,04:32 PM,4,2,7,2,55,77,84,29.0,993,12,8,204,31,New%20York
2013-04-27,19,7,0.0,13.0,4,79,10:16 PM,07:16 AM,06:00 AM,07:49 PM,5,12,12,12,16,13,63,0.0,1028,19,10,154,9,Newark
2009-06-14,23,14,0.0,15.0,5,45,12:19 AM,11:54 AM,05:30 AM,08:38 PM,15,19,20,19,14,12,82,0.0,1016,23,8,41,7,Illinois
2009-08-20,24,16,0.0,13.0,5,0,06:33 AM,07:56 PM,06:18 AM,07:55 PM,17,20,21,20,34,47,82,18.1,1005,24,10,244,18,Illinois
2013-01-25,-4,-10,0.0,6.0,1,92,04:01 PM,05:51 AM,07:13 AM,05:06 PM,-13,-13,-7,-13,19,55,64,1.0,1026,-4,9,273,13,Newark
2012-08-28,32,22,0.0,11.0,6,75,05:49 PM,03:38 AM,06:46 AM,07:50 PM,22,28,28,25,18,53,85,0.9,1014,32,9,223,10,North%20Carolina
2013-09-17,20,10,0.0,10.0,3,86,05:41 PM,04:23 AM,06:30 AM,06:53 PM,9,14,15,14,24,35,73,0.0,1024,20,10,126,12,Michigan
2011-07-08,24,17,0.0,4.0,5,49,02:13 PM,12:21 AM,05:52 AM,08:48 PM,19,21,22,21,11,62,93,7.3,1011,24,8,220,5,Northern%20California
2008-09-04,31,14,0.0,13.0,6,25,11:56 AM,09:42 PM,06:45 AM,07:42 PM,13,23,23,23,18,8,59,0.0,1013,31,10,125,10,Northern%20and%20Central%20California
2014-03-19,4,-2,0.0,1.0,1,74,10:40 PM,08:41 AM,07:17 AM,07:23 PM,0,-3,1,-3,26,76,90,1.8,1016,4,8,157,14,Pennsylvania
2011-08-19,28,18,0.0,13.0,6,60,10:06 PM,11:49 AM,06:00 AM,07:42 PM,20,25,25,23,14,5,85,0.0,1012,28,10,137,7,Michigan
2011-07-13,33,26,0.0,13.0,6,86,07:12 PM,04:49 AM,06:29 AM,08:21 PM,24,34,34,29,23,15,76,1.1,1013,33,9,215,14,Texas
2010-01-08,25,24,0.0,5.0,5,41,01:08 AM,12:45 PM,06:58 AM,06:03 PM,22,27,27,24,22,59,84,3.6,1016,25,10,59,13,Island%20of%20Puerto%20Rico
2010-05-25,36,26,0.0,12.0,6,81,05:48 PM,04:33 AM,06:41 AM,07:43 PM,23,34,34,30,21,35,71,0.4,1008,36,10,60,9,Island%20of%20Puerto%20Rico
2012-02-19,3,-4,0.0,10.0,1,3,05:25 AM,03:53 PM,07:04 AM,05:54 PM,-5,-4,-1,-4,17,50,80,0.0,1019,3,7,71,9,Northern%20and%20Central%20California
2008-09-02,33,18,0.0,13.0,7,10,09:21 AM,08:20 PM,06:15 AM,07:19 PM,16,26,26,25,13,9,60,0.0,1016,33,10,206,7,Michigan
2011-11-25,12,1,0.0,9.0,3,0,07:40 AM,05:17 PM,07:13 AM,04:51 PM,1,3,6,3,31,25,74,0.0,1023,12,10,229,17,Northern%20and%20Central%20California
2011-04-27,24,18,0.0,8.0,5,24,03:11 AM,02:52 PM,06:08 AM,07:53 PM,19,21,21,21,34,67,91,1.9,1013,24,9,178,16,Southeastern%20Michigan
2014-10-27,25,9,0.0,11.0,5,22,11:04 AM,09:37 PM,07:34 AM,06:28 PM,7,16,17,16,14,7,54,0.0,1018,25,10,99,7,Southern%20California
2012-12-20,4,-4,7.0,1.0,1,45,11:52 AM,12:03 AM,07:21 AM,04:30 PM,0,-5,1,-5,54,99,95,33.8,996,4,5,201,33,Ohio
2009-09-04,26,11,0.0,13.0,5,100,07:29 PM,06:42 AM,06:45 AM,07:42 PM,11,18,18,18,15,9,66,0.0,1019,26,10,154,8,Northern%20California
2011-07-13,23,16,0.0,15.0,4,86,07:22 PM,03:51 AM,05:35 AM,08:32 PM,17,20,21,20,23,48,88,0.5,1017,23,8,67,12,Ohio
2013-01-27,4,-6,0.0,10.0,2,100,06:29 PM,07:17 AM,07:22 AM,05:40 PM,-4,-4,-2,-4,17,22,84,0.0,1034,4,9,107,8,North%20Carolina
2009-06-10,24,14,0.0,11.0,4,75,11:12 PM,07:59 AM,05:44 AM,08:46 PM,17,19,20,19,11,50,85,2.5,1012,24,9,178,5,Northern%20Illinois
2012-01-09,3,-2,0.0,7.0,1,100,05:31 PM,07:18 AM,07:20 AM,04:46 PM,-4,-4,0,-4,20,53,76,0.0,1021,3,10,254,11,New%20York
2013-03-27,11,1,0.0,12.0,3,100,08:13 PM,07:03 AM,07:11 AM,07:35 PM,-1,3,6,3,28,8,64,0.0,1023,11,10,311,15,Southern%20California
2009-09-15,27,13,0.0,10.0,4,12,03:28 AM,05:06 PM,06:54 AM,07:13 PM,15,19,20,19,15,31,80,1.7,1017,27,9,161,8,San%20Francisco%20Bay%20Area
2014-07-19,29,19,0.0,9.0,5,46,12:45 AM,02:15 PM,06:17 AM,08:30 PM,14,24,24,24,16,58,58,1.8,1019,29,10,72,6,Southern%20California
2010-11-20,5,-1,0.0,9.0,1,98,03:38 PM,06:28 AM,07:22 AM,04:29 PM,1,-1,2,-1,22,42,94,0.2,1007,5,5,73,11,Tacoma
2010-12-11,4,-8,0.0,9.0,2,33,11:19 AM,10:51 PM,07:29 AM,04:48 PM,-3,-6,-1,-6,27,22,92,0.0,1020,4,7,159,15,Northern%20Illinois
2010-04-18,9,3,0.0,13.0,3,28,08:27 AM,No moonset,06:03 AM,07:32 PM,0,3,5,3,23,4,70,0.0,1023,9,10,254,13,Michigan
2010-08-24,22,15,0.0,11.0,4,99,07:44 PM,06:30 AM,06:34 AM,08:00 PM,15,18,19,18,18,57,82,0.0,1015,22,7,88,9,Northern%20California
2011-11-08,27,13,0.0,11.0,5,88,04:08 PM,04:17 AM,06:08 AM,05:35 PM,15,20,20,20,11,23,78,0.0,1013,27,7,78,4,Island%20of%20Puerto%20Rico
2011-09-13,29,20,0.0,13.0,6,89,07:35 PM,07:53 AM,06:44 AM,07:15 PM,19,25,25,24,18,4,72,0.0,1015,29,10,216,11,Virginia
2009-09-18,28,12,0.0,13.0,5,0,06:53 AM,06:52 PM,06:52 AM,07:15 PM,10,19,19,19,11,8,54,0.0,1014,28,10,200,5,Tacoma
2012-01-06,20,0,0.0,11.0,3,84,03:26 PM,04:39 AM,06:58 AM,05:30 PM,-3,8,9,8,17,7,41,0.0,1018,20,10,188,7,San%20Francisco%20Bay%20Area
2008-08-18,28,18,0.0,13.0,6,85,08:26 PM,07:50 AM,06:00 AM,07:43 PM,16,23,23,23,16,19,69,0.0,1015,28,10,258,7,Michigan
2008-10-23,20,13,0.0,11.0,5,34,02:22 AM,03:40 PM,07:27 AM,06:41 PM,8,16,16,16,32,44,62,0.3,1021,20,9,84,20,Texas
2010-06-24,37,23,0.0,13.0,6,88,07:23 PM,04:11 AM,06:02 AM,08:38 PM,19,32,32,30,18,12,54,0.3,1014,37,10,272,9,North%20Carolina
2014-04-27,18,4,0.0,13.0,4,0,05:05 AM,06:16 PM,06:05 AM,07:35 PM,-1,9,11,9,39,9,45,0.0,1014,18,10,285,24,California
2014-03-06,15,7,0.0,12.0,3,31,10:15 AM,No moonset,06:39 AM,06:22 PM,7,8,10,8,28,34,80,0.0,1019,15,10,309,19,Texas
2013-08-19,21,17,0.0,7.0,4,87,06:52 PM,04:58 AM,06:39 AM,08:03 PM,18,19,19,19,8,68,96,15.8,1020,21,5,139,3,North%20Carolina
2009-08-24,24,12,0.0,13.0,5,22,11:35 AM,09:56 PM,06:34 AM,08:00 PM,14,18,19,18,14,33,78,0.0,1019,24,8,174,7,Northern%20California
2011-09-09,29,27,0.0,11.0,6,81,04:42 PM,03:44 AM,06:10 AM,06:31 PM,24,32,32,28,28,56,79,0.2,1013,29,10,79,18,Island%20of%20Puerto%20Rico
2010-11-02,8,-3,0.0,11.0,2,15,03:27 AM,03:46 PM,07:44 AM,06:07 PM,-4,0,2,0,12,12,76,0.0,1031,8,8,85,6,Pennsylvania
2014-12-06,2,-1,8.3,1.0,1,98,05:19 PM,07:10 AM,07:22 AM,04:44 PM,1,-2,1,-2,19,89,96,23.2,1024,2,6,201,11,Pennsylvania
2013-12-03,9,3,0.0,6.0,2,0,07:42 AM,05:39 PM,07:13 AM,04:34 PM,5,4,6,4,21,68,93,0.9,1004,9,5,161,12,Illinois
2008-12-23,1,-5,0.0,9.0,2,20,04:46 AM,01:23 PM,07:55 AM,04:23 PM,-5,-4,-3,-4,10,32,96,0.0,1013,1,3,137,5,Tacoma
2010-08-13,34,22,0.0,13.0,6,19,10:44 AM,10:07 PM,06:34 AM,08:10 PM,21,30,30,28,18,32,74,0.1,1011,34,8,64,9,North%20Carolina
2008-11-21,-3,-8,1.1,1.0,1,32,01:07 AM,01:38 PM,07:09 AM,04:53 PM,-6,-12,-5,-12,33,87,92,5.5,1023,-3,2,291,19,Northern%20and%20Central%20California
2014-07-18,28,16,0.0,15.0,6,54,No moonrise,12:57 PM,05:40 AM,08:24 PM,14,22,22,22,15,6,63,0.0,1022,28,10,277,7,New%20York
2009-10-08,12,8,0.0,1.0,3,66,09:11 PM,12:09 PM,07:08 AM,06:33 PM,9,9,10,9,19,78,88,8.2,1014,12,8,189,11,Illinois
2014-05-11,27,22,0.0,10.0,5,81,05:12 PM,04:19 AM,06:30 AM,08:02 PM,22,27,27,24,38,66,88,3.0,1010,27,10,146,22,Texas
2009-12-18,1,-6,0.0,9.0,2,6,09:14 AM,06:53 PM,07:34 AM,04:50 PM,-8,-7,-3,-7,19,55,71,0.1,1020,1,8,106,10,Northern%20Illinois
2010-12-27,6,2,0.0,1.0,1,51,No moonrise,11:17 AM,07:56 AM,04:26 PM,3,1,4,1,27,87,98,15.4,1017,6,6,164,11,Tacoma
2012-05-06,25,12,0.0,14.0,5,100,09:20 PM,06:16 AM,06:07 AM,08:17 PM,12,18,18,18,14,30,74,0.0,1016,25,8,186,7,Northern%20and%20Central%20California
2010-03-14,5,2,0.0,1.0,1,0,05:38 AM,05:30 PM,06:28 AM,06:21 PM,3,1,4,1,17,100,98,6.8,1003,5,3,106,8,Northern%20California
2009-11-27,9,4,0.0,3.0,2,71,01:25 PM,01:48 AM,06:57 AM,04:31 PM,4,4,7,4,34,74,84,0.0,999,9,6,246,21,Newark
2009-04-22,14,6,0.0,12.0,2,0,04:28 AM,05:18 PM,06:07 AM,07:43 PM,8,8,9,8,17,68,89,3.0,1006,14,5,213,9,New%20York
2008-10-16,25,14,0.0,2.0,4,85,07:04 PM,09:27 AM,07:10 AM,06:14 PM,15,18,19,18,24,64,83,0.8,1014,25,8,266,13,Newark
2010-08-28,33,25,0.0,12.0,6,72,09:41 PM,10:18 AM,06:55 AM,07:46 PM,22,32,32,29,18,18,66,0.1,1010,33,10,95,10,Texas
2013-06-05,27,19,0.0,14.0,6,7,04:01 AM,05:58 PM,06:03 AM,08:29 PM,18,24,24,23,22,43,81,0.5,1017,27,10,98,13,Southern%20California
2013-06-26,29,15,0.0,11.0,5,71,10:55 PM,09:50 AM,06:16 AM,08:06 PM,16,21,22,21,11,40,75,14.1,1016,29,8,183,4,San%20Francisco%20Bay%20Area
2009-05-15,25,11,0.0,15.0,5,54,12:50 AM,10:31 AM,05:41 AM,08:14 PM,8,18,19,18,17,10,57,0.0,1017,25,10,302,8,Georgia
2010-09-26,20,9,0.0,12.0,4,71,08:23 PM,10:22 AM,07:07 AM,07:06 PM,7,13,14,13,16,16,70,0.0,1017,20,9,80,9,Northern%20Illinois
2010-11-27,0,-4,0.0,10.0,2,49,10:41 PM,11:28 AM,06:51 AM,04:19 PM,-8,-7,-2,-7,25,8,67,0.0,1018,0,10,266,15,Michigan
2009-12-21,-2,-7,0.0,1.0,1,28,10:38 AM,09:54 PM,07:36 AM,04:51 PM,-5,-10,-4,-10,25,94,95,0.3,1019,-2,8,285,16,Northern%20and%20Central%20California
2010-04-07,25,17,0.0,13.0,6,32,03:01 AM,01:19 PM,06:41 AM,07:32 PM,16,21,21,21,49,5,79,0.0,1012,25,10,224,28,Virginia
2011-02-16,5,-1,0.0,7.0,1,94,03:59 PM,05:59 AM,07:13 AM,05:35 PM,1,-1,2,-1,25,62,95,2.9,1001,5,7,188,11,Tacoma
2012-08-08,28,20,0.0,13.0,5,55,11:03 PM,12:41 PM,05:50 AM,07:56 PM,20,26,26,24,19,54,88,0.2,1014,28,7,79,9,Michigan
2009-11-10,17,11,0.0,3.0,3,35,No moonrise,01:15 PM,06:37 AM,04:42 PM,12,13,14,13,15,69,88,0.0,1024,17,8,145,8,New%20York
2009-12-26,12,5,0.0,6.0,2,64,01:02 PM,01:49 AM,07:12 AM,05:29 PM,5,7,9,7,19,51,77,0.9,1019,12,8,73,12,Texas
2009-02-06,0,-12,0.0,10.0,2,81,02:11 PM,05:05 AM,07:20 AM,05:40 PM,-7,-10,-5,-10,19,17,87,0.0,1027,0,8,214,11,Northern%20California
2012-12-10,10,3,0.0,1.0,2,13,04:05 AM,02:32 PM,07:26 AM,04:44 PM,7,5,7,5,25,92,95,14.4,1005,10,6,222,12,Pennsylvania
2010-06-10,32,22,0.0,12.0,6,0,04:11 AM,07:02 PM,06:03 AM,08:31 PM,21,30,30,27,22,37,80,2.4,1014,32,9,255,10,Southern%20California
2013-05-28,24,17,0.0,3.0,5,72,11:44 PM,09:18 AM,05:28 AM,08:23 PM,19,20,21,20,31,78,94,20.1,1007,24,8,201,18,Ohio
2010-05-10,14,5,0.0,14.0,3,13,03:24 AM,04:45 PM,05:33 AM,07:56 PM,1,7,9,7,29,20,57,1.6,1025,14,10,118,16,Michigan
2011-11-08,27,13,0.0,11.0,5,88,04:08 PM,04:17 AM,06:08 AM,05:35 PM,15,20,20,20,11,23,78,0.0,1013,27,7,78,4,Island%20of%20Puerto%20Rico
2013-05-27,21,2,0.0,9.0,3,80,11:14 PM,08:24 AM,05:49 AM,08:36 PM,4,12,12,12,12,47,69,0.0,1023,21,8,193,7,Northern%20and%20Central%20California
2010-02-03,-2,-9,0.0,10.0,1,62,11:16 PM,09:17 AM,07:13 AM,05:23 PM,-8,-9,-6,-9,14,47,87,0.0,1027,-2,10,213,8,Illinois
2013-04-10,9,5,0.0,1.0,2,0,06:11 AM,08:00 PM,06:15 AM,07:23 PM,6,4,7,4,24,99,94,14.3,1011,9,7,111,13,Michigan
2009-03-06,12,1,0.0,7.0,2,67,12:57 PM,03:33 AM,06:27 AM,06:00 PM,6,4,7,4,29,49,93,0.3,1020,12,10,202,15,Southeastern%20Michigan
2014-08-21,26,14,0.0,7.0,4,21,03:25 AM,05:03 PM,06:43 AM,07:40 PM,17,19,20,19,11,74,87,10.1,1015,26,8,203,5,San%20Francisco%20Bay%20Area
2010-02-02,0,-4,0.0,1.0,1,69,09:58 PM,08:44 AM,07:09 AM,05:15 PM,-3,-7,-2,-7,24,98,94,1.1,1018,0,6,225,16,Ohio
2011-12-09,26,24,0.0,11.0,6,95,05:10 PM,05:48 AM,06:44 AM,05:48 PM,23,28,28,25,32,64,84,6.1,1012,26,9,58,21,Island%20of%20Puerto%20Rico
2009-03-05,23,18,0.0,12.0,5,59,12:41 PM,02:24 AM,06:40 AM,06:22 PM,16,20,20,20,33,11,80,0.0,1021,23,10,167,19,Texas
2011-05-17,16,12,0.0,1.0,3,100,08:49 PM,05:27 AM,05:38 AM,08:09 PM,14,13,14,13,33,99,98,35.8,1012,16,7,73,20,Newark
2009-04-16,15,0,0.0,13.0,3,44,02:05 AM,11:18 AM,06:34 AM,07:56 PM,2,6,7,6,16,3,72,0.0,1027,15,9,249,9,Northern%20Illinois
2010-12-17,-3,-11,0.0,9.0,1,76,01:52 PM,03:46 AM,07:30 AM,04:46 PM,-10,-13,-8,-13,21,39,89,0.0,1018,-3,6,275,11,Pennsylvania
2011-09-19,23,19,0.0,8.0,5,44,11:21 PM,01:27 PM,06:49 AM,07:06 PM,16,20,21,20,26,53,76,1.4,1022,23,10,60,16,Virginia
2010-09-17,33,22,0.0,10.0,6,61,04:15 PM,01:41 AM,07:02 AM,07:22 PM,18,28,28,26,18,35,65,1.9,1015,33,10,228,8,Southern%20California
2009-03-27,8,-2,0.0,12.0,1,5,06:54 AM,08:53 PM,06:49 AM,07:18 PM,-3,-2,2,-2,23,31,71,0.0,1017,8,10,250,14,Ohio
2013-04-28,15,10,0.0,6.0,3,71,11:14 PM,08:03 AM,05:48 AM,07:43 PM,11,12,12,12,15,74,91,3.2,1012,15,6,137,7,Michigan
2014-12-04,11,7,0.0,8.0,2,84,03:45 PM,04:53 AM,07:01 AM,04:47 PM,3,5,8,5,29,45,70,0.0,1029,11,10,31,19,Virginia
2014-09-06,31,22,0.0,11.0,6,84,05:49 PM,03:59 AM,06:54 AM,07:38 PM,22,29,29,26,16,43,81,1.2,1015,31,8,163,7,Southern%20California
2008-11-18,5,-3,0.0,11.0,2,55,11:00 PM,12:14 PM,06:58 AM,05:08 PM,-7,-3,1,-3,32,22,56,0.0,1024,5,10,314,16,North%20Carolina
2009-07-15,27,10,0.0,15.0,5,40,12:01 AM,02:06 PM,05:54 AM,08:41 PM,12,19,20,19,16,10,64,0.0,1018,27,10,152,10,Pennsylvania
2008-09-20,26,14,0.0,12.0,4,54,10:05 PM,01:13 PM,06:49 AM,07:03 PM,16,20,20,20,11,15,83,1.4,1021,26,9,153,6,Illinois
2008-09-24,26,16,0.0,10.0,5,24,01:30 AM,04:38 PM,06:54 AM,06:56 PM,16,21,21,21,16,27,78,1.8,1024,26,10,237,9,Illinois
2010-06-22,31,19,0.0,14.0,5,73,05:12 PM,02:09 AM,05:26 AM,08:31 PM,19,27,27,25,18,31,76,6.2,1018,31,10,115,8,Newark
2010-04-07,25,15,0.0,13.0,5,32,03:23 AM,01:21 PM,06:49 AM,07:46 PM,11,20,20,20,36,9,63,0.0,1006,25,10,233,18,Northern%20Illinois
2010-11-12,18,8,0.0,8.0,3,38,12:17 PM,10:54 PM,06:48 AM,04:47 PM,7,11,12,11,25,49,73,2.3,1024,18,9,104,12,Illinois
2010-09-14,33,16,0.0,12.0,7,38,01:58 PM,11:47 PM,07:00 AM,07:26 PM,10,25,25,25,17,6,45,0.0,1016,33,10,281,10,Southern%20California
2014-08-05,27,13,0.0,12.0,4,63,03:39 PM,01:02 AM,06:16 AM,08:26 PM,15,20,20,20,11,21,74,0.7,1017,27,9,263,6,Northern%20Illinois
