date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2011-07-22,30,23,0.0,12.0,6,49,11:45 PM,01:11 PM,05:43 AM,08:25 PM,23,31,31,27,17,37,91,12.1,1011,30,9,130,9,Ohio
2011-07-14,33,26,0.0,12.0,6,93,07:59 PM,05:50 AM,06:29 AM,08:21 PM,24,34,34,29,24,30,76,0.7,1011,33,9,219,15,Texas
2011-07-12,29,16,0.0,15.0,6,78,06:09 PM,03:11 AM,05:47 AM,08:08 PM,9,23,23,23,30,0,44,0.0,1012,29,10,254,19,California
2011-07-11,31,22,0.0,15.0,6,71,05:20 PM,01:49 AM,05:23 AM,08:23 PM,24,30,30,26,22,42,92,10.4,1010,31,10,223,10,Michigan
2011-07-11,31,25,0.0,14.0,6,71,05:36 PM,02:07 AM,05:40 AM,08:38 PM,25,33,33,28,20,34,92,0.0,1010,31,6,271,10,Illinois
2011-07-04,32,22,0.0,13.0,6,20,09:22 AM,10:37 PM,05:50 AM,08:27 PM,22,30,30,27,26,34,81,6.2,1012,32,9,240,15,Virginia
2011-06-30,30,18,0.0,15.0,6,0,04:48 AM,08:14 PM,05:34 AM,08:41 PM,22,28,28,25,29,12,89,0.0,1013,30,10,167,15,Illinois
2011-07-01,32,22,0.0,15.0,7,0,05:51 AM,08:58 PM,05:34 AM,08:41 PM,25,32,32,27,29,25,89,0.0,1013,32,10,188,15,Illinois
2011-06-27,32,27,0.0,11.0,6,9,03:10 AM,05:16 PM,06:22 AM,08:23 PM,24,33,33,29,24,47,76,0.0,1014,32,10,175,14,Texas
2011-06-21,27,20,0.0,12.0,5,54,No moonrise,11:33 AM,05:30 AM,08:40 PM,21,26,26,24,35,46,93,5.7,1001,27,9,184,17,Illinois
2011-06-22,20,17,0.0,1.0,4,47,12:08 AM,12:32 PM,05:31 AM,08:41 PM,17,18,18,18,34,84,95,3.1,1002,20,9,223,18,Illinois
2011-06-23,18,16,0.0,4.0,4,39,12:31 AM,01:31 PM,05:31 AM,08:41 PM,16,17,17,17,32,82,93,1.1,1005,18,8,277,18,Illinois
2011-06-15,27,15,0.0,15.0,6,100,08:23 PM,04:44 AM,05:26 AM,08:37 PM,15,21,22,21,17,13,75,0.0,1013,27,10,289,9,Georgia
2011-06-16,27,16,0.0,15.0,6,100,09:16 PM,05:45 AM,05:26 AM,08:37 PM,15,22,23,22,14,34,75,0.0,1016,27,10,171,6,Georgia
2011-06-12,27,21,0.0,13.0,5,78,05:16 PM,02:51 AM,05:44 AM,08:23 PM,21,27,27,25,21,35,83,3.0,1012,27,10,227,13,Virginia
2011-06-09,26,15,0.0,10.0,5,55,01:51 PM,01:06 AM,05:30 AM,08:36 PM,20,21,23,21,21,69,93,10.2,1013,26,9,127,12,Illinois
2011-06-07,30,21,0.0,15.0,7,40,11:23 AM,12:02 AM,05:24 AM,08:29 PM,21,28,28,25,30,7,88,0.0,1010,30,8,209,14,Ohio
2011-06-08,29,23,0.0,14.0,6,48,12:33 PM,12:32 AM,05:24 AM,08:30 PM,21,28,28,25,32,12,84,0.2,1009,29,10,214,15,Ohio
2011-05-08,21,10,0.0,14.0,4,35,10:02 AM,12:09 AM,05:47 AM,07:59 PM,10,14,15,14,14,15,75,0.0,1013,21,10,214,7,New%20York
2011-05-04,10,2,0.0,14.0,3,6,06:13 AM,09:35 PM,05:41 AM,07:49 PM,1,4,6,4,20,14,76,0.0,1028,10,10,268,10,Michigan
2011-04-19,6,1,0.0,1.0,1,84,10:16 PM,06:58 AM,06:18 AM,07:48 PM,3,-2,3,-2,40,100,96,12.9,1007,6,9,108,25,Illinois
2011-03-21,23,10,0.0,8.0,4,84,10:12 PM,08:10 AM,07:20 AM,07:30 PM,11,16,17,16,27,67,88,0.0,1024,23,7,207,14,Southern%20California
2011-03-19,8,-2,0.0,12.0,1,100,07:47 PM,06:51 AM,07:21 AM,07:26 PM,0,0,3,0,26,35,84,0.0,1029,8,9,318,15,Northern%20and%20Central%20California
2011-03-20,11,-2,0.0,12.0,2,100,09:05 PM,07:23 AM,07:19 AM,07:27 PM,-1,1,4,1,27,30,75,1.1,1031,11,9,122,15,Northern%20and%20Central%20California
2011-03-21,17,5,0.0,5.0,3,84,10:21 PM,07:58 AM,07:18 AM,07:28 PM,9,8,10,8,40,82,97,7.8,1015,17,8,252,19,Northern%20and%20Central%20California
2011-03-22,10,3,0.0,10.0,2,77,11:36 PM,08:37 AM,07:16 AM,07:29 PM,3,3,6,3,19,71,87,1.0,1016,10,10,256,11,Northern%20and%20Central%20California
2011-03-23,13,2,0.0,4.0,2,70,No moonrise,09:22 AM,07:14 AM,07:30 PM,6,4,6,4,29,91,97,22.3,1002,13,6,196,12,Northern%20and%20Central%20California
2011-03-24,4,-4,0.0,9.0,1,63,12:45 AM,10:13 AM,07:13 AM,07:31 PM,-3,-4,0,-4,25,55,84,0.4,1010,4,7,321,15,Northern%20and%20Central%20California
2011-03-10,19,10,0.0,12.0,4,36,09:37 AM,11:49 PM,06:35 AM,06:25 PM,5,13,14,13,24,0,57,0.0,1028,19,10,286,14,Texas
2011-03-11,19,9,0.0,12.0,4,43,10:21 AM,No moonset,06:34 AM,06:25 PM,8,14,14,14,25,9,66,0.0,1023,19,10,127,13,Texas
2011-02-25,18,5,0.0,8.0,3,38,01:35 AM,11:21 AM,06:40 AM,05:54 PM,10,10,13,10,60,49,86,2.3,1010,18,10,233,33,Virginia
2011-02-25,3,-6,2.2,1.0,1,38,01:59 AM,11:20 AM,06:55 AM,06:02 PM,-1,-6,-1,-6,36,92,97,31.7,1008,3,7,240,20,Northern%20and%20Central%20California
2011-02-26,4,-8,0.0,9.0,1,31,02:55 AM,12:16 PM,06:54 AM,06:03 PM,-4,-5,-2,-5,15,65,90,1.1,1020,4,6,210,8,Northern%20and%20Central%20California
2011-02-27,6,-3,0.0,8.0,1,23,03:43 AM,01:16 PM,06:52 AM,06:04 PM,-2,-3,1,-3,26,72,85,0.0,1016,6,8,244,15,Northern%20and%20Central%20California
2011-02-28,12,-5,0.0,1.0,1,16,04:23 AM,02:18 PM,06:51 AM,06:05 PM,4,1,5,1,44,90,98,26.2,1009,12,6,259,23,Northern%20and%20Central%20California
2011-02-17,13,4,0.0,10.0,2,100,05:27 PM,06:20 AM,07:07 AM,05:52 PM,5,5,7,5,29,48,93,0.0,1017,13,10,209,15,Northern%20and%20Central%20California
2011-02-18,14,3,0.0,7.0,2,100,06:43 PM,06:53 AM,07:05 AM,05:53 PM,7,6,10,6,47,51,89,0.8,1012,14,9,257,25,Northern%20and%20Central%20California
2011-02-19,2,-6,0.0,5.0,1,84,08:00 PM,07:25 AM,07:04 AM,05:55 PM,-5,-9,-2,-9,54,59,85,0.0,1021,2,6,292,30,Northern%20and%20Central%20California
2011-02-09,12,-1,0.0,2.0,2,41,10:19 AM,No moonset,07:04 AM,06:04 PM,5,2,7,2,40,80,90,6.1,1020,12,6,210,27,Texas
2011-02-10,5,-3,0.0,11.0,2,48,10:57 AM,12:05 AM,07:03 AM,06:05 PM,-5,-4,1,-4,26,18,67,0.0,1026,5,10,253,18,Texas
2011-02-03,2,-2,0.0,10.0,1,0,07:15 AM,06:46 PM,07:08 AM,05:59 PM,-5,-5,0,-5,27,49,66,0.7,1030,2,10,140,20,Texas
2011-02-04,3,-1,0.0,7.0,1,3,07:46 AM,07:40 PM,07:07 AM,06:00 PM,-3,-4,0,-4,28,47,77,1.0,1023,3,9,313,19,Texas
2011-02-02,3,-3,0.0,10.0,2,0,06:41 AM,05:52 PM,07:09 AM,05:59 PM,-8,-7,-1,-7,33,9,59,0.0,1029,3,10,278,24,Texas
2011-02-03,2,-2,0.0,10.0,1,0,07:15 AM,06:46 PM,07:08 AM,05:59 PM,-5,-5,0,-5,27,49,66,0.7,1030,2,10,140,20,Texas
2011-02-01,2,-5,13.0,1.0,1,0,06:22 AM,04:24 PM,07:26 AM,05:33 PM,-1,-5,-1,-5,24,99,98,14.9,1019,2,5,158,13,Northern%20Illinois
2011-02-02,3,-8,10.2,1.0,1,0,06:55 AM,05:27 PM,07:25 AM,05:34 PM,-3,-9,-2,-9,51,93,96,11.9,1012,3,3,225,27,Northern%20Illinois
2011-01-26,-2,-8,0.0,3.0,1,48,12:23 AM,10:34 AM,07:06 AM,04:55 PM,-7,-9,-5,-9,15,73,95,0.0,1018,-2,7,284,9,Michigan
2011-01-27,-3,-10,0.7,1.0,1,40,01:34 AM,11:14 AM,07:05 AM,04:56 PM,-7,-12,-6,-12,22,93,96,1.8,1014,-3,7,236,15,Michigan
2011-01-25,2,-8,0.0,7.0,1,55,No moonrise,10:09 AM,07:13 AM,05:05 PM,-3,-5,-2,-5,11,51,91,0.6,1022,2,9,191,7,Newark
2010-12-14,1,-7,0.0,10.0,2,54,12:36 PM,12:47 AM,07:18 AM,05:07 PM,-15,-9,-3,-9,31,0,42,0.0,1017,1,10,301,17,Southern%20California
2010-12-15,2,-7,0.0,10.0,2,62,01:04 PM,01:43 AM,07:19 AM,05:07 PM,-15,-6,-3,-6,18,9,43,0.0,1019,2,10,284,9,Southern%20California
2010-12-14,19,5,0.0,10.0,4,54,12:13 PM,12:27 AM,06:52 AM,04:41 PM,-3,9,10,9,24,3,34,0.0,1014,19,10,270,13,California
2010-12-12,10,3,0.0,1.0,2,40,11:30 AM,11:36 PM,07:15 AM,04:37 PM,7,5,7,5,35,99,99,30.2,1000,10,6,174,16,Southeastern%20Michigan
2010-12-13,3,-6,0.0,7.0,1,47,11:53 AM,No moonset,07:15 AM,04:37 PM,-5,-8,-2,-8,39,75,80,5.7,993,3,2,303,24,Southeastern%20Michigan
2010-12-14,-3,-6,0.0,2.0,1,54,12:16 PM,12:34 AM,07:16 AM,04:37 PM,-14,-13,-5,-13,43,83,49,0.0,1004,-3,5,299,26,Southeastern%20Michigan
2010-12-15,-3,-7,0.0,8.0,1,62,12:42 PM,01:33 AM,07:17 AM,04:38 PM,-12,-12,-5,-12,37,43,60,0.0,1011,-3,9,285,23,Southeastern%20Michigan
2010-12-03,19,5,0.0,10.0,4,11,04:38 AM,03:00 PM,06:44 AM,04:40 PM,-7,10,11,10,8,37,33,0.0,1016,19,10,201,4,California
2010-12-04,16,7,0.0,9.0,2,4,05:46 AM,03:49 PM,06:44 AM,04:40 PM,-6,9,10,9,11,36,38,0.3,1017,16,10,177,6,California
2010-11-23,15,1,0.0,6.0,3,79,06:31 PM,09:08 AM,07:11 AM,04:52 PM,7,7,10,7,41,58,86,1.3,1015,15,10,256,22,Northern%20California
2010-11-21,11,0,0.0,9.0,3,100,04:42 PM,07:09 AM,07:09 AM,04:53 PM,3,2,5,2,28,13,88,0.0,1027,11,7,136,14,Northern%20and%20Central%20California
2010-11-22,17,5,0.0,9.0,3,87,05:33 PM,08:10 AM,07:10 AM,04:52 PM,8,9,11,9,28,33,85,0.0,1021,17,10,192,15,Northern%20and%20Central%20California
2010-11-23,15,1,0.0,6.0,3,79,06:31 PM,09:08 AM,07:11 AM,04:52 PM,7,7,10,7,41,58,86,1.3,1015,15,10,256,22,Northern%20and%20Central%20California
2010-11-24,5,-3,0.0,9.0,1,72,07:37 PM,09:59 AM,07:12 AM,04:51 PM,-4,-1,2,-1,21,37,70,0.0,1025,5,9,201,10,Northern%20and%20Central%20California
2010-11-06,5,-2,0.0,8.0,1,0,08:28 AM,06:12 PM,07:51 AM,06:06 PM,-1,-1,2,-1,13,77,86,0.3,1024,5,8,320,8,Northern%20California
2010-10-27,19,9,0.0,11.0,3,65,09:39 PM,12:13 PM,07:40 AM,06:18 PM,9,12,13,12,29,28,80,5.0,1011,19,8,215,15,Northern%20California
2010-10-27,19,9,0.0,11.0,3,65,09:39 PM,12:13 PM,07:40 AM,06:18 PM,9,12,13,12,29,28,80,5.0,1011,19,8,215,15,Northern%20Illinois
2010-10-28,13,6,0.0,11.0,3,58,10:44 PM,01:01 PM,07:41 AM,06:16 PM,5,7,10,7,37,29,89,0.0,1015,13,10,262,17,Northern%20Illinois
2010-10-29,7,1,0.0,6.0,1,51,11:54 PM,01:43 PM,07:42 AM,06:15 PM,1,1,4,1,33,61,84,2.9,1021,7,8,291,18,Northern%20Illinois
2010-10-26,22,11,0.0,8.0,4,72,08:39 PM,11:19 AM,07:39 AM,06:19 PM,14,16,16,16,31,63,89,10.7,1006,22,6,179,15,Northern%20Illinois
2010-10-27,19,9,0.0,11.0,3,65,09:39 PM,12:13 PM,07:40 AM,06:18 PM,9,12,13,12,29,28,80,5.0,1011,19,8,215,15,Northern%20Illinois
2010-10-28,13,6,0.0,11.0,3,58,10:44 PM,01:01 PM,07:41 AM,06:16 PM,5,7,10,7,37,29,89,0.0,1015,13,10,262,17,Northern%20Illinois
2010-08-19,32,18,0.0,13.0,6,63,04:53 PM,01:20 AM,06:17 AM,07:53 PM,19,26,26,25,10,7,71,0.0,1012,32,8,189,5,Southeastern%20Michigan
2010-08-20,32,21,0.0,13.0,7,70,05:35 PM,02:17 AM,06:18 AM,07:52 PM,16,27,27,26,19,6,59,0.0,1013,32,10,279,9,Southeastern%20Michigan
2010-08-21,30,19,0.0,13.0,6,77,06:10 PM,03:18 AM,06:19 AM,07:50 PM,18,26,26,24,16,21,73,0.0,1015,30,10,125,9,Southeastern%20Michigan
2010-08-22,27,21,0.0,5.0,5,84,06:39 PM,04:18 AM,06:20 AM,07:49 PM,22,26,26,24,20,62,93,12.7,1010,27,6,223,11,Southeastern%20Michigan
2010-08-23,27,18,0.0,9.0,5,92,07:06 PM,05:18 AM,06:21 AM,07:48 PM,18,21,22,21,23,61,88,0.8,1011,27,7,170,11,Southeastern%20Michigan
2010-08-11,31,23,0.0,11.0,6,4,07:59 AM,08:43 PM,06:02 AM,08:03 PM,23,30,30,26,15,33,84,9.1,1011,31,7,267,8,Ohio
2010-07-29,33,25,0.0,10.0,6,75,09:50 PM,09:25 AM,06:07 AM,08:13 PM,23,32,32,28,24,44,75,17.8,1012,33,8,218,15,Virginia
2010-07-29,35,23,0.0,9.0,6,75,10:04 PM,09:40 AM,06:24 AM,08:23 PM,22,32,32,29,15,38,66,2.0,1012,35,9,268,7,Southern%20California
2010-07-29,35,23,0.0,9.0,6,75,10:04 PM,09:40 AM,06:24 AM,08:23 PM,22,32,32,29,15,38,66,2.0,1012,35,9,268,7,Southern%20California
2010-07-23,34,22,0.0,15.0,7,81,06:55 PM,03:25 AM,05:53 AM,08:24 PM,21,31,31,28,20,31,72,0.0,1014,34,10,198,9,Southeastern%20Michigan
2010-07-24,35,28,0.0,14.0,7,88,07:35 PM,04:23 AM,05:53 AM,08:23 PM,23,35,35,31,22,19,63,0.1,1011,35,10,248,12,Southeastern%20Michigan
2010-07-25,35,23,0.0,13.0,6,96,08:07 PM,05:25 AM,05:54 AM,08:22 PM,22,31,31,28,23,20,71,15.0,1011,35,9,282,11,Southeastern%20Michigan
2010-07-26,30,21,0.0,15.0,6,100,08:36 PM,06:25 AM,05:55 AM,08:21 PM,15,26,26,25,18,4,60,0.0,1016,30,10,294,10,Southeastern%20Michigan
2010-07-15,32,22,0.0,15.0,7,23,10:24 AM,10:46 PM,05:46 AM,08:30 PM,22,29,29,26,14,28,79,0.0,1016,32,8,166,7,Southeastern%20Michigan
2010-07-16,33,22,0.0,15.0,7,30,11:37 AM,11:15 PM,05:47 AM,08:29 PM,22,31,31,28,18,28,74,0.0,1013,33,8,229,8,Southeastern%20Michigan
2010-07-17,32,23,0.0,15.0,7,37,12:48 PM,11:45 PM,05:48 AM,08:28 PM,20,29,29,27,17,15,65,0.1,1012,32,10,264,9,Southeastern%20Michigan
2010-07-18,33,23,0.0,15.0,7,45,01:58 PM,No moonset,05:48 AM,08:28 PM,20,30,30,28,20,9,66,0.0,1011,33,10,260,10,Southeastern%20Michigan
2010-07-19,32,23,0.0,13.0,6,52,03:07 PM,12:18 AM,05:49 AM,08:27 PM,22,30,30,27,20,29,80,8.6,1011,32,9,240,9,Southeastern%20Michigan
2010-06-25,26,13,0.0,15.0,6,96,08:28 PM,04:45 AM,05:46 AM,08:50 PM,15,20,21,20,13,22,73,0.0,1017,26,8,295,8,Northern%20California
2010-06-26,29,14,0.0,15.0,6,100,09:13 PM,05:43 AM,05:46 AM,08:50 PM,15,22,23,22,17,16,65,0.0,1012,29,10,222,10,Northern%20California
2010-06-06,22,12,0.0,10.0,4,25,01:54 AM,02:56 PM,05:45 AM,08:43 PM,15,19,19,19,43,61,82,8.9,1003,22,9,278,22,Northern%20California
2010-01-18,3,-1,0.0,6.0,1,17,09:05 AM,08:45 PM,07:36 AM,05:16 PM,0,-3,1,-3,21,83,97,0.1,1013,3,6,276,11,Northern%20and%20Central%20California
2010-01-19,0,-3,0.0,1.0,1,24,09:27 AM,09:44 PM,07:35 AM,05:17 PM,-2,-5,-1,-5,21,86,94,0.2,1014,0,8,267,12,Northern%20and%20Central%20California
2010-01-20,0,-5,0.0,10.0,1,31,09:49 AM,10:44 PM,07:35 AM,05:19 PM,-5,-6,-3,-6,15,29,88,0.0,1018,0,7,235,8,Northern%20and%20Central%20California
2010-01-21,1,-7,0.0,10.0,2,39,10:11 AM,11:46 PM,07:34 AM,05:20 PM,-5,-9,-3,-9,34,36,79,0.3,1019,1,9,117,21,Northern%20and%20Central%20California
2010-01-22,2,-1,0.6,2.0,1,46,10:36 AM,No moonset,07:33 AM,05:21 PM,-2,-4,0,-4,23,78,86,2.7,1015,2,8,98,14,Northern%20and%20Central%20California
2010-01-23,4,-2,0.0,10.0,1,53,11:06 AM,12:50 AM,07:33 AM,05:22 PM,-3,-4,0,-4,28,28,78,0.0,1020,4,10,122,16,Northern%20and%20Central%20California
2010-01-24,9,-1,0.0,5.0,1,60,11:42 AM,01:57 AM,07:32 AM,05:23 PM,2,-2,3,-2,51,62,91,9.0,1009,9,8,147,27,Northern%20and%20Central%20California
2010-01-25,11,-1,0.0,1.0,1,68,12:26 PM,03:05 AM,07:31 AM,05:25 PM,4,1,5,1,41,89,93,39.3,994,11,8,240,21,Northern%20and%20Central%20California
2010-01-26,-1,-6,0.0,1.0,1,75,01:22 PM,04:12 AM,07:31 AM,05:26 PM,-6,-10,-3,-10,39,100,82,1.2,1008,-1,1,264,24,Northern%20and%20Central%20California
2010-01-27,-1,-6,0.0,7.0,1,82,02:28 PM,05:15 AM,07:30 AM,05:27 PM,-8,-11,-4,-11,38,71,80,0.0,1021,-1,5,258,23,Northern%20and%20Central%20California
2010-01-28,-1,-13,1.0,1.0,1,90,03:44 PM,06:09 AM,07:29 AM,05:28 PM,-9,-13,-6,-13,45,89,84,3.1,1022,-1,2,273,25,Northern%20and%20Central%20California
2009-12-10,-7,-14,0.0,1.0,1,37,01:04 AM,12:28 PM,07:04 AM,04:17 PM,-13,-21,-11,-21,48,96,86,0.0,1015,-7,6,250,31,Michigan
2009-12-11,-4,-9,0.0,5.0,1,30,02:13 AM,12:55 PM,07:05 AM,04:17 PM,-9,-13,-7,-13,28,52,86,0.0,1026,-4,10,230,16,Michigan
2009-12-12,1,-6,1.1,7.0,1,23,03:22 AM,01:25 PM,07:06 AM,04:17 PM,-6,-8,-2,-8,37,44,75,1.9,1024,1,9,171,20,Michigan
2009-12-09,1,-12,5.6,1.0,1,45,12:05 AM,12:13 PM,07:13 AM,04:27 PM,-4,-11,-4,-11,43,100,97,8.0,993,1,2,248,27,Ohio
2009-12-10,-14,-19,0.0,4.0,1,37,01:15 AM,12:39 PM,07:14 AM,04:27 PM,-15,-26,-16,-26,39,83,95,0.0,1017,-14,8,256,26,Ohio
2009-12-08,5,-4,0.0,10.0,2,52,No moonrise,11:43 AM,06:48 AM,04:40 PM,-7,-4,-1,-4,21,11,66,0.0,1017,5,10,259,10,California
2009-12-07,5,-4,0.0,1.0,1,59,10:58 PM,11:13 AM,06:47 AM,04:40 PM,1,-2,2,-2,33,81,89,14.9,1004,5,6,240,19,California
2009-12-08,5,-4,0.0,10.0,2,52,No moonrise,11:43 AM,06:48 AM,04:40 PM,-7,-4,-1,-4,21,11,66,0.0,1017,5,10,259,10,California
2009-10-13,12,5,0.0,2.0,2,30,02:02 AM,04:04 PM,07:25 AM,06:37 PM,6,6,9,6,30,83,85,0.4,1021,12,8,291,18,Northern%20California
2009-07-21,30,16,0.0,12.0,5,0,05:50 AM,07:56 PM,06:27 AM,08:02 PM,18,22,22,22,16,46,83,13.5,1016,30,8,216,8,San%20Francisco%20Bay%20Area
2009-06-12,29,16,0.0,15.0,6,60,11:46 PM,09:24 AM,05:26 AM,08:36 PM,13,23,23,23,12,14,60,0.0,1015,29,10,115,6,Georgia
2009-06-13,31,18,0.0,15.0,6,52,No moonrise,10:25 AM,05:26 AM,08:36 PM,14,25,25,25,12,12,61,0.0,1014,31,10,122,6,Georgia
2009-03-08,20,8,0.0,11.0,3,81,04:02 PM,04:39 AM,06:25 AM,06:13 PM,7,13,14,13,18,45,74,0.3,1017,20,10,198,9,San%20Francisco%20Bay%20Area
2008-11-11,32,17,0.0,11.0,5,93,04:18 PM,04:30 AM,06:18 AM,05:40 PM,21,27,27,24,10,38,82,0.0,1012,32,5,81,5,Island%20of%20Puerto%20Rico
2008-11-07,22,10,0.0,11.0,5,62,01:55 PM,12:33 AM,06:45 AM,05:17 PM,11,16,16,16,16,2,73,0.0,1013,22,10,220,9,Southern%20California
2008-09-22,30,23,0.0,8.0,6,39,12:32 AM,02:17 PM,07:04 AM,07:11 PM,25,29,29,25,10,73,96,14.7,1012,30,9,107,4,Island%20of%20Puerto%20Rico
2008-08-16,33,24,0.0,11.0,6,100,07:40 PM,06:40 AM,06:58 AM,07:40 PM,24,33,33,28,11,43,78,16.8,1012,33,8,76,5,Island%20of%20Puerto%20Rico
2008-07-10,25,16,0.0,8.0,4,47,01:52 PM,12:33 AM,06:22 AM,08:05 PM,18,19,20,19,14,68,91,25.3,1014,25,8,169,7,San%20Francisco%20Bay%20Area
